個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),11960000,10.08,2330.TW
國巨*(2327.TW),25098000,9.18,2327.TW
台光電(2383.TW),4486000,8.49,2383.TW
聯發科(2454.TW),5037000,7.04,2454.TW
旺矽(6223.TW),2352000,5.51,6223.TW
智邦(2345.TW),6334000,5.43,2345.TW
欣興(3037.TW),14735000,5.17,3037.TW
聯電(2303.TW),86550000,5.11,2303.TW
奇鋐(3017.TW),5191000,4.22,3017.TW
緯穎(6669.TW),2417000,3.73,6669.TW
台達電(2308.TW),5614000,3.66,2308.TW
南電(8046.TW),8917000,3.61,8046.TW
金像電(2368.TW),8315000,3.56,2368.TW
貿聯-KY(3665.TW),4833848,3.23,3665.TW
日月光投控(3711.TW),12742000,2.9,3711.TW
台燿(6274.TW),5058000,2.88,6274.TW
健策(3653.TW),2267000,2.78,3653.TW
信驊(5274.TW),379000,2.13,5274.TW
精測(6510.TW),930000,1.09,6510.TW
富世達(6805.TW),1811000,1.07,6805.TW
勤誠(8210.TW),2267000,1.0,8210.TW
穎崴(6515.TW),281000,0.83,6515.TW
嘉澤(3533.TW),852000,0.65,3533.TW
鴻海(2317.TW),7307000,0.65,2317.TW
萬潤(6187.TW),1334000,0.52,6187.TW
京元電子(2449.TW),4481000,0.5,2449.TW
頎邦(6147.TW),6275000,0.49,6147.TW
高技(5439.TW),3528000,0.38,5439.TW
台表科(6278.TW),4334000,0.3,6278.TW
同欣電(6271.TW),2966000,0.27,6271.TW
亞德客-KY(1590.TW),530000,0.26,1590.TW
譜瑞-KY(4966.TW),1116000,0.24,4966.TW
金居(8358.TW),980000,0.2,8358.TW
精成科(6191.TW),3988000,0.14,6191.TW
環球晶(6488.TW),350000,0.12,6488.TW
欣銓(3264.TW),1508000,0.12,3264.TW
新日興(3376.TW),1741000,0.12,3376.TW
中鋼(2002.TW),5163000,0.04,2002.TW
