個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),14200000,18.1,2330.TW
聯電(2303.TW),68000000,4.82,2303.TW
國巨*(2327.TW),9900000,4.72,2327.TW
欣興(3037.TW),8960000,4.34,3037.TW
奇鋐(3017.TW),3250000,4.3,3017.TW
台光電(2383.TW),1350000,3.9,2383.TW
日月光投控(3711.TW),12101000,3.73,3711.TW
金像電(2368.TW),4700000,3.58,2368.TW
華邦電(2344.TW),36000000,3.19,2344.TW
旺矽(6223.TW),870000,3.0,6223.TW
台達電(2308.TW),2430000,2.97,2308.TW
智邦(2345.TW),2100000,2.71,2345.TW
聯發科(2454.TW),1170000,2.71,2454.TW
緯穎(6669.TW),790000,2.19,6669.TW
健策(3653.TW),830000,1.7,3653.TW
臻鼎-KY(4958.TW),5600000,1.68,4958.TW
嘉澤(3533.TW),1240000,1.51,3533.TW
貿聯-KY(3665.TW),1090000,1.33,3665.TW
旺宏(2337.TW),16350000,1.3,2337.TW
台燿(6274.TW),1520000,1.27,6274.TW
鴻勁(7769.TW),279000,1.12,7769.TW
致茂(2360.TW),840000,1.04,2360.TW
創意(3443.TW),430000,1.0,3443.TW
世界(5347.TW),9911000,0.91,5347.TW
光聖(6442.TW),830000,0.86,6442.TW
高力(8996.TW),1334000,0.86,8996.TW
聯亞(3081.TW),690000,0.85,3081.TW
穎崴(6515.TW),165000,0.82,6515.TW
頎邦(6147.TW),5600000,0.71,6147.TW
環球晶(6488.TW),1497000,0.67,6488.TW
力旺(3529.TW),390000,0.67,3529.TW
富世達(6805.TW),570000,0.57,6805.TW
勤誠(8210.TW),680000,0.55,8210.TW
金居(8358.TW),1710000,0.52,8358.TW
南電(8046.TW),1080000,0.49,8046.TW
景碩(3189.TW),1380000,0.48,3189.TW
鴻海(2317.TW),3200000,0.47,2317.TW
信驊(5274.TW),45000,0.45,5274.TW
群聯(8299.TW),350000,0.44,8299.TW
辛耘(3583.TW),900000,0.4,3583.TW
南亞(1303.TW),7000000,0.38,1303.TW
譜瑞-KY(4966.TW),900000,0.34,4966.TW
華星光(4979.TW),1000000,0.27,4979.TW
穩懋(3105.TW),957000,0.26,3105.TW
帆宣(6196.TW),870000,0.25,6196.TW
上銀(2049.TW),1010000,0.18,2049.TW
中砂(1560.TW),340000,0.12,1560.TW
全新(2455.TW),450000,0.08,2455.TW
強茂(2481.TW),1000,0.0,2481.TW
健鼎(3044.TW),1000,0.0,3044.TW
