個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),4200000,13.5,2330.TW
台光電(2383.TW),1200000,7.92,2383.TW
國巨*(2327.TW),6900000,7.13,2327.TW
南亞科(2408.TW),9800000,5.83,2408.TW
欣興(3037.TW),4100000,4.76,3037.TW
旺矽(6223.TW),560000,4.72,6223.TW
南電(8046.TW),2700000,4.63,8046.TW
聯發科(2454.TW),950000,4.62,2454.TW
群聯(8299.TW),1500000,4.08,8299.TW
川湖(2059.TW),360000,3.82,2059.TW
台燿(6274.TW),2000000,3.71,6274.TW
智邦(2345.TW),1200000,3.63,2345.TW
景碩(3189.TW),2800000,2.99,3189.TW
聯電(2303.TW),14000000,2.81,2303.TW
日月光投控(3711.TW),3200000,2.72,3711.TW
鴻勁(7769.TW),320000,2.72,7769.TW
緯穎(6669.TW),350000,2.28,6669.TW
禾伸堂(3026.TW),2000000,2.17,3026.TW
穎崴(6515.TW),220000,2.06,6515.TW
華新科(2492.TW),3600000,1.86,2492.TW
奇鋐(3017.TW),660000,1.86,3017.TW
信驊(5274.TW),62500,1.08,5274.TW
華邦電(2344.TW),4800000,1.05,2344.TW
漢唐(2404.TW),650000,1.02,2404.TW
貿聯-KY(3665.TW),260000,0.61,3665.TW
台達電(2308.TW),9000,0.02,2308.TW
金像電(2368.TW),9000,0.01,2368.TW
