個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1761000,7.97,2330.TW
欣興(3037.TW),2902000,5.86,3037.TW
台光電(2383.TW),536000,5.34,2383.TW
智邦(2345.TW),1012000,4.86,2345.TW
旺矽(6223.TW),339000,3.95,6223.TW
緯穎(6669.TW),400000,3.9,6669.TW
高力(8996.TW),1674000,3.61,8996.TW
聯發科(2454.TW),412000,3.58,2454.TW
創意(3443.TW),360000,3.26,3443.TW
穩懋(3105.TW),3033000,3.16,3105.TW
川湖(2059.TW),323000,2.99,2059.TW
貿聯-KY(3665.TW),667000,2.78,3665.TW
穎崴(6515.TW),151000,2.71,6515.TW
奇鋐(3017.TW),501000,2.55,3017.TW
世芯-KY(3661.TW),293000,2.48,3661.TW
群聯(8299.TW),489000,2.36,8299.TW
國巨*(2327.TW),1600000,2.34,2327.TW
全新(2455.TW),2827000,2.18,2455.TW
日月光投控(3711.TW),1640000,2.03,3711.TW
聯亞(3081.TW),380000,1.98,3081.TW
南俊國際(6584.TW),1437000,1.95,6584.TW
台燿(6274.TW),636000,1.93,6274.TW
南電(8046.TW),1058000,1.77,8046.TW
精測(6510.TW),272000,1.76,6510.TW
金像電(2368.TW),669000,1.72,2368.TW
台達電(2308.TW),357000,1.68,2308.TW
鴻勁(7769.TW),100000,1.52,7769.TW
健策(3653.TW),197000,1.36,3653.TW
竑騰(7751.TW),384000,1.31,7751.TW
信驊(5274.TW),30000,1.05,5274.TW
致茂(2360.TW),207000,1.05,2360.TW
環宇-KY(4991.TW),574000,0.8,4991.TW
景碩(3189.TW),486013,0.65,3189.TW
愛普*(6531.TW),271000,0.58,6531.TW
宜鼎(5289.TW),157000,0.53,5289.TW
旺宏(2337.TW),1465000,0.46,2337.TW
尖點(8021.TW),518000,0.43,8021.TW
印能科技(7734.TW),59000,0.43,7734.TW
亞翔(6139.TW),259000,0.39,6139.TW
富世達(6805.TW),112000,0.39,6805.TW
威剛(3260.TW),393000,0.31,3260.TW
光聖(6442.TW),80000,0.3,6442.TW
嘉澤(3533.TW),48000,0.24,3533.TW
昇達科(3491.TW),47000,0.19,3491.TW
辛耘(3583.TW),33000,0.06,3583.TW
