個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1025000,8.4,2330.TW
聯發科(2454.TW),470000,6.4,2454.TW
台光電(2383.TW),291000,5.2,2383.TW
旺矽(6223.TW),238000,5.06,6223.TW
欣興(3037.TW),1479000,4.88,3037.TW
奇鋐(3017.TW),487000,4.53,3017.TW
緯穎(6669.TW),203000,4.27,6669.TW
健策(3653.TW),247000,3.65,3653.TW
川湖(2059.TW),113000,3.64,2059.TW
致茂(2360.TW),541000,3.47,2360.TW
信驊(5274.TW),52400,2.86,5274.TW
創意(3443.TW),190000,2.84,3443.TW
貿聯-KY(3665.TW),354000,2.84,3665.TW
環球晶(6488.TW),911000,2.71,6488.TW
台達電(2308.TW),446000,2.51,2308.TW
大立光(3008.TW),154000,2.4,3008.TW
萬潤(6187.TW),596000,2.17,6187.TW
智邦(2345.TW),227000,1.84,2345.TW
南亞科(2408.TW),1119000,1.7,2408.TW
文曄(3036.TW),1888000,1.45,3036.TW
元大金(2885.TW),6026000,1.42,2885.TW
健鼎(3044.TW),1034000,1.4,3044.TW
京元電子(2449.TW),1644000,1.38,2449.TW
華碩(2357.TW),481000,1.37,2357.TW
日月光投控(3711.TW),608000,1.23,3711.TW
力旺(3529.TW),122000,1.09,3529.TW
新代(7750.TW),122000,1.02,7750.TW
南電(8046.TW),260000,0.94,8046.TW
緯創(3231.TW),1401000,0.92,3231.TW
力成(6239.TW),1030000,0.9,6239.TW
中信金(2891.TW),3875000,0.87,2891.TW
鴻海(2317.TW),960000,0.85,2317.TW
華通(2313.TW),1107336,0.82,2313.TW
鴻勁(7769.TW),34000,0.76,7769.TW
富邦金(2881.TW),1699000,0.75,2881.TW
世界(5347.TW),1351000,0.72,5347.TW
廣達(2382.TW),664000,0.69,2382.TW
台塑化(6505.TW),2995000,0.69,6505.TW
順達(3211.TW),549000,0.61,3211.TW
台燿(6274.TW),114000,0.57,6274.TW
光聖(6442.TW),112000,0.52,6442.TW
南亞(1303.TW),615000,0.37,1303.TW
崇越(5434.TW),200000,0.35,5434.TW
鈊象(3293.TW),133000,0.35,3293.TW
日電貿(3090.TW),592000,0.3,3090.TW
精測(6510.TW),32000,0.3,6510.TW
精材(3374.TW),271000,0.29,3374.TW
新普(6121.TW),178000,0.23,6121.TW
嘉基(6715.TW),140000,0.18,6715.TW
群光(2385.TW),338000,0.12,2385.TW
宏全(9939.TW),180000,0.08,9939.TW
聯電(2303.TW),54000,0.02,2303.TW
