個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1761000,8.06,2330.TW
台光電(2383.TW),636000,6.26,2383.TW
欣興(3037.TW),2902000,5.92,3037.TW
智邦(2345.TW),1012000,4.93,2345.TW
緯穎(6669.TW),400000,4.29,6669.TW
旺矽(6223.TW),339000,3.74,6223.TW
聯發科(2454.TW),412000,3.65,2454.TW
奇鋐(3017.TW),651000,3.52,3017.TW
高力(8996.TW),1674000,3.4,8996.TW
川湖(2059.TW),323000,3.27,2059.TW
創意(3443.TW),360000,3.26,3443.TW
世芯-KY(3661.TW),293000,2.76,3661.TW
貿聯-KY(3665.TW),667000,2.75,3665.TW
群聯(8299.TW),489000,2.63,8299.TW
穎崴(6515.TW),151000,2.55,6515.TW
國巨*(2327.TW),1600000,2.46,2327.TW
全新(2455.TW),2827000,2.28,2455.TW
南俊國際(6584.TW),1485000,2.11,6584.TW
台燿(6274.TW),636000,2.11,6274.TW
穩懋(3105.TW),2033000,2.09,3105.TW
聯亞(3081.TW),380000,1.98,3081.TW
日月光投控(3711.TW),1640000,1.91,3711.TW
南電(8046.TW),1058000,1.86,8046.TW
精測(6510.TW),272000,1.74,6510.TW
金像電(2368.TW),669000,1.72,2368.TW
台達電(2308.TW),357000,1.68,2308.TW
健策(3653.TW),197000,1.47,3653.TW
鴻勁(7769.TW),100000,1.46,7769.TW
竑騰(7751.TW),384000,1.37,7751.TW
信驊(5274.TW),30000,1.08,5274.TW
致茂(2360.TW),207000,1.04,2360.TW
辛耘(3583.TW),567000,0.96,3583.TW
環宇-KY(4991.TW),574000,0.82,4991.TW
景碩(3189.TW),486013,0.73,3189.TW
愛普*(6531.TW),271000,0.59,6531.TW
宜鼎(5289.TW),157000,0.58,5289.TW
旺宏(2337.TW),1465000,0.48,2337.TW
尖點(8021.TW),518000,0.47,8021.TW
富世達(6805.TW),112000,0.46,6805.TW
印能科技(7734.TW),59000,0.39,7734.TW
亞翔(6139.TW),259000,0.39,6139.TW
威剛(3260.TW),393000,0.33,3260.TW
光聖(6442.TW),80000,0.29,6442.TW
嘉澤(3533.TW),48000,0.25,3533.TW
昇達科(3491.TW),47000,0.2,3491.TW
