個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),3400000,12.08,2330.TW
國巨*(2327.TW),6150000,9.48,2327.TW
台光電(2383.TW),850000,6.78,2383.TW
南亞科(2408.TW),9000000,6.13,2408.TW
群聯(8299.TW),1500000,5.26,8299.TW
欣興(3037.TW),3450000,5.11,3037.TW
聯發科(2454.TW),850000,5.01,2454.TW
旺矽(6223.TW),430000,4.24,6223.TW
台燿(6274.TW),1700000,4.08,6274.TW
智邦(2345.TW),970000,3.51,2345.TW
南電(8046.TW),2000000,3.42,8046.TW
川湖(2059.TW),310000,3.29,2059.TW
景碩(3189.TW),2500000,3.03,3189.TW
鴻勁(7769.TW),300000,2.96,7769.TW
信驊(5274.TW),120000,2.84,5274.TW
聯電(2303.TW),11000000,2.74,2303.TW
華新科(2492.TW),3200000,2.62,2492.TW
日月光投控(3711.TW),2700000,2.59,3711.TW
華邦電(2344.TW),8000000,2.51,2344.TW
穎崴(6515.TW),190000,2.36,6515.TW
漢唐(2404.TW),650000,1.32,2404.TW
臻鼎-KY(4958.TW),1500000,1.32,4958.TW
高力(8996.TW),620000,1.29,8996.TW
勤誠(8210.TW),690000,1.29,8210.TW
貿聯-KY(3665.TW),450000,1.27,3665.TW
緯穎(6669.TW),185000,1.2,6669.TW
奇鋐(3017.TW),9000,0.03,3017.TW
台達電(2308.TW),9000,0.03,2308.TW
金像電(2368.TW),9000,0.02,2368.TW
