個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),12000000,16.45,2330.TW
台光電(2383.TW),1690000,6.04,2383.TW
欣興(3037.TW),8460000,5.58,3037.TW
聯電(2303.TW),79000000,5.42,2303.TW
奇鋐(3017.TW),3000000,5.25,3017.TW
聯發科(2454.TW),2110000,4.72,2454.TW
國巨*(2327.TW),9785000,3.25,2327.TW
旺矽(6223.TW),1060000,3.22,6223.TW
台達電(2308.TW),3040000,3.19,2308.TW
健策(3653.TW),1020000,3.03,3653.TW
智邦(2345.TW),2307000,2.96,2345.TW
華邦電(2344.TW),28000000,2.85,2344.TW
日月光投控(3711.TW),8000000,2.76,3711.TW
緯穎(6669.TW),610000,2.25,6669.TW
景碩(3189.TW),4250000,2.12,3189.TW
信驊(5274.TW),214500,2.11,5274.TW
大立光(3008.TW),626000,1.91,3008.TW
南電(8046.TW),2640000,1.89,8046.TW
環球晶(6488.TW),2800000,1.71,6488.TW
創意(3443.TW),510000,1.63,3443.TW
貿聯-KY(3665.TW),1200000,1.55,3665.TW
台燿(6274.TW),1680000,1.5,6274.TW
致茂(2360.TW),1000000,1.33,2360.TW
高力(8996.TW),1600000,1.08,8996.TW
南亞(1303.TW),9000000,1.04,1303.TW
力成(6239.TW),5360000,0.82,6239.TW
富世達(6805.TW),700000,0.79,6805.TW
嘉澤(3533.TW),610000,0.57,3533.TW
聯鈞(3450.TW),1600000,0.53,3450.TW
鴻勁(7769.TW),130000,0.49,7769.TW
鴻海(2317.TW),3200000,0.46,2317.TW
順達(3211.TW),2000000,0.44,3211.TW
中砂(1560.TW),1050000,0.43,1560.TW
旺宏(2337.TW),6000000,0.42,2337.TW
辛耘(3583.TW),800000,0.32,3583.TW
光聖(6442.TW),225000,0.2,6442.TW
金居(8358.TW),800000,0.19,8358.TW
川湖(2059.TW),20000,0.17,2059.TW
漢唐(2404.TW),250000,0.16,2404.TW
譜瑞-KY(4966.TW),500000,0.16,4966.TW
臻鼎-KY(4958.TW),500000,0.14,4958.TW
強茂(2481.TW),1500000,0.12,2481.TW
長興(1717.TW),2500000,0.1,1717.TW
欣銓(3264.TW),700000,0.08,3264.TW
全新(2455.TW),200000,0.05,2455.TW
啟碁(6285.TW),350000,0.05,6285.TW
世界(5347.TW),1000,0.0,5347.TW
帆宣(6196.TW),1000,0.0,6196.TW
群聯(8299.TW),1000,0.0,8299.TW
上銀(2049.TW),1000,0.0,2049.TW
